VehicleName	TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	Throttle	Steering	Brake	Gear	Handbrake	RPM	Speed	ImageFile
PhysXCar	1658166025067	0.000243143	1.27411e-05	3.13626	0.707106	-1.64085e-06	1.90954e-05	0.707107	0	0	0	0	0	0	0	img_PhysXCar__0_1658166025065341700.png
PhysXCar	1658166025144	0.000243143	1.27411e-05	3.13626	0.707106	-1.64085e-06	1.90954e-05	0.707107	0	0	0	0	0	0	0	img_PhysXCar__0_1658166025142483400.png
PhysXCar	1658166025220	0.000243143	1.27411e-05	3.13626	0.707106	-1.64085e-06	1.90954e-05	0.707107	0	0	0	0	0	0	0	img_PhysXCar__0_1658166025218348400.png
PhysXCar	1658166025296	0.000243143	1.27411e-05	3.13626	0.707106	-1.64085e-06	1.90954e-05	0.707107	0	0	0	0	0	0	0	img_PhysXCar__0_1658166025294206700.png
PhysXCar	1658166025373	0.000243143	1.27411e-05	3.13626	0.707106	-1.64085e-06	1.90954e-05	0.707107	0	0	0	0	0	0	0	img_PhysXCar__0_1658166025371403500.png
PhysXCar	1658166025449	0.000243143	1.27411e-05	3.13626	0.707106	-1.64085e-06	1.90954e-05	0.707107	0	0	0	0	0	0	0	img_PhysXCar__0_1658166025447304900.png
PhysXCar	1658166025526	0.000243143	1.27411e-05	3.13626	0.707106	-1.64085e-06	1.90954e-05	0.707107	1	0	0	0	0	25.3723	2.1984e-05	img_PhysXCar__0_1658166025524451300.png
PhysXCar	1658166025602	0.000244723	1.0519e-05	3.13802	0.707106	1.68036e-06	1.84548e-05	0.707107	1	0	0	0	0	148.511	2.29291e-05	img_PhysXCar__0_1658166025600955100.png
PhysXCar	1658166025679	0.000247358	8.29696e-06	3.13769	0.707106	5.80859e-06	1.86212e-05	0.707107	1	0	0	0	0	389.73	1.8098e-05	img_PhysXCar__0_1658166025678702400.png
PhysXCar	1658166025733	0.00024943	6.89506e-06	3.13822	0.707106	7.78036e-06	1.89071e-05	0.707107	1	0	0	0	0	612.002	1.57557e-05	img_PhysXCar__0_1658166025732505300.png
PhysXCar	1658166025812	0.000251964	5.38826e-06	3.13671	0.707106	1.20408e-05	1.97958e-05	0.707107	1	0	0	0	0	918.438	1.12304e-05	img_PhysXCar__0_1658166025810443200.png
PhysXCar	1658166025889	0.000254048	4.32968e-06	3.13601	0.707106	1.4676e-05	2.04923e-05	0.707107	1	0	0	0	0	1221.77	8.85361e-06	img_PhysXCar__0_1658166025887729800.png
PhysXCar	1658166025967	0.000255667	3.49998e-06	3.13559	0.707106	1.5751e-05	2.08086e-05	0.707107	1	0	0	0	0	1274.67	6.85184e-06	img_PhysXCar__0_1658166025966017100.png
PhysXCar	1658166026043	0.000256823	2.84195e-06	3.13531	0.707106	1.74557e-05	2.12489e-05	0.707107	1	0	0	0	0	1245.32	4.57545e-06	img_PhysXCar__0_1658166026042302500.png
PhysXCar	1658166026119	0.000257743	1.90781e-08	3.13511	0.707107	2.479e-05	1.61077e-05	0.707107	1	0	0	1	0	1249.53	0.120813	img_PhysXCar__0_1658166026118184300.png
PhysXCar	1658166026195	0.000255423	0.0116341	3.13483	0.707106	-0.000314078	0.000355804	0.707108	1	0	0	1	0	1416.43	0.350772	img_PhysXCar__0_1658166026193992200.png
PhysXCar	1658166026272	0.000252995	0.0384656	3.1346	0.707105	-0.000636159	0.000678654	0.707108	1	0	0	1	0	1586.35	0.572652	img_PhysXCar__0_1658166026270474700.png
PhysXCar	1658166026348	0.000249767	0.0798834	3.13442	0.707103	-0.000884935	0.000928054	0.707109	1	0	0	1	0	1757.05	0.789898	img_PhysXCar__0_1658166026347298600.png
PhysXCar	1658166026425	0.000245943	0.135618	3.13429	0.707102	-0.00106674	0.00111031	0.70711	1	0	0	1	0	1927.88	1.00378	img_PhysXCar__0_1658166026423706900.png
PhysXCar	1658166026501	0.000241545	0.205461	3.13419	0.7071	-0.00119684	0.00124068	0.707112	1	0	0	1	0	2098.44	1.21482	img_PhysXCar__0_1658166026499718200.png
PhysXCar	1658166026577	0.000236585	0.289267	3.13412	0.707098	-0.00128878	0.00133284	0.707113	1	0	0	1	0	2268.54	1.42343	img_PhysXCar__0_1658166026575862400.png
PhysXCar	1658166026654	0.000230818	0.386899	3.13408	0.707096	-0.00135292	0.00139708	0.707115	1	0	0	1	0	2438.04	1.62991	img_PhysXCar__0_1658166026653142200.png
PhysXCar	1658166026731	0.000224102	0.498237	3.13404	0.707094	-0.00139689	0.00144111	0.707117	1	0	0	1	0	2606.81	1.8345	img_PhysXCar__0_1658166026729224600.png
PhysXCar	1658166026806	0.000216227	0.623158	3.13402	0.707092	-0.00142636	0.00147056	0.707119	1	0	0	1	0	2774.73	2.03738	img_PhysXCar__0_1658166026804657400.png
PhysXCar	1658166026883	0.000207038	0.761564	3.134	0.70709	-0.00144539	0.00148954	0.707121	1	0	0	1	0	2941.73	2.23872	img_PhysXCar__0_1658166026881373000.png
PhysXCar	1658166026959	0.000196251	0.913359	3.13399	0.707087	-0.00145695	0.001501	0.707123	1	0	0	1	0	3107.74	2.43866	img_PhysXCar__0_1658166026958125600.png
PhysXCar	1658166027037	0.000183706	1.07845	3.13398	0.707085	-0.00146322	0.00150721	0.707126	1	0	0	1	0	3272.69	2.63732	img_PhysXCar__0_1658166027035397100.png
PhysXCar	1658166027114	0.000169093	1.25677	3.13397	0.707082	-0.00146579	0.00150969	0.707128	1	0	0	1	0	3436.55	2.83479	img_PhysXCar__0_1658166027112655200.png
PhysXCar	1658166027191	0.000152287	1.44824	3.13397	0.707079	-0.00146581	0.00150959	0.707131	1	0	0	1	0	3599.29	3.03116	img_PhysXCar__0_1658166027188991700.png
PhysXCar	1658166027266	0.000132952	1.65278	3.13397	0.707077	-0.00146402	0.00150767	0.707134	1	0	0	1	0	3760.87	3.2265	img_PhysXCar__0_1658166027264992800.png
PhysXCar	1658166027343	0.000110813	1.87032	3.13397	0.707074	-0.00146101	0.00150452	0.707137	1	0	0	1	0	3921.26	3.42088	img_PhysXCar__0_1658166027341723500.png
PhysXCar	1658166027421	8.56918e-05	2.10081	3.13397	0.707071	-0.00145734	0.00150078	0.70714	1	0	0	1	0	4080.45	3.61436	img_PhysXCar__0_1658166027420341700.png
PhysXCar	1658166027498	5.71804e-05	2.34419	3.13397	0.707067	-0.00145317	0.00149643	0.707143	1	0	0	1	0	4238.42	3.80698	img_PhysXCar__0_1658166027497111000.png
PhysXCar	1658166027575	2.51263e-05	2.6004	3.13397	0.707064	-0.0014488	0.00149196	0.707146	1	0	0	1	0	4395.17	3.99877	img_PhysXCar__0_1658166027573399200.png
PhysXCar	1658166027651	-1.08895e-05	2.86938	3.13397	0.707061	-0.00144424	0.00148725	0.70715	1	0	0	1	0	4550.68	4.18972	img_PhysXCar__0_1658166027650084100.png
PhysXCar	1658166027728	-5.11678e-05	3.15108	3.13397	0.707057	-0.00143968	0.00148253	0.707153	1	0	0	1	0	4704.95	4.37994	img_PhysXCar__0_1658166027726513300.png
PhysXCar	1658166027806	-9.6017e-05	3.44546	3.13398	0.707054	-0.00143524	0.00147795	0.707157	1	0	0	1	0	4857.96	4.56944	img_PhysXCar__0_1658166027804774600.png
PhysXCar	1658166027884	-0.000145782	3.75237	3.13398	0.70705	-0.00142409	0.00146668	0.707161	1	0	0	0	0	4905.98	4.67309	img_PhysXCar__0_1658166027882028000.png
PhysXCar	1658166027961	-0.000197739	4.06323	3.13408	0.707047	-0.00116907	0.00121156	0.707164	1	0	0	0	0	4793	4.66414	img_PhysXCar__0_1658166027959773600.png
PhysXCar	1658166028040	-0.00024931	4.37361	3.13419	0.707047	-0.000889059	0.000931604	0.707165	1	0	0	2	0	4241.04	4.71927	img_PhysXCar__0_1658166028038727200.png
PhysXCar	1658166028116	-0.000302867	4.69108	3.13418	0.707046	-0.000909269	0.000951855	0.707166	1	0	0	2	0	4257.26	4.93572	img_PhysXCar__0_1658166028114822200.png
PhysXCar	1658166028193	-0.000361579	5.02302	3.13413	0.707044	-0.00104009	0.00108268	0.707168	1	0	0	2	0	4232.82	5.20016	img_PhysXCar__0_1658166028191737800.png
PhysXCar	1658166028270	-0.000426899	5.37255	3.13105	0.707039	-0.0013074	0.00135004	0.707172	1	0	0	2	0	4206.75	5.4337	img_PhysXCar__0_1658166028269077500.png
PhysXCar	1658166028348	-0.000500088	5.73912	3.1316	0.707034	-0.00146224	0.00150473	0.707176	1	0	0	2	0	4147.59	5.81073	img_PhysXCar__0_1658166028346779200.png
PhysXCar	1658166028425	-0.000582552	6.12619	3.13189	0.707028	-0.00161253	0.00165478	0.707182	1	0	0	2	0	4098.8	6.05413	img_PhysXCar__0_1658166028423619400.png
PhysXCar	1658166028502	-0.000675316	6.53167	3.1321	0.707022	-0.00174696	0.00178882	0.707187	1	0	0	2	0	4056.25	6.24689	img_PhysXCar__0_1658166028500892600.png
PhysXCar	1658166028579	-0.000775936	6.95284	3.13229	0.707019	-0.0017834	0.00182496	0.70719	1	0	0	2	0	4018.92	6.60426	img_PhysXCar__0_1658166028577937600.png
PhysXCar	1658166028655	-0.000886312	7.39389	3.13241	0.707014	-0.00184761	0.00188905	0.707194	1	0	0	2	0	3989.78	6.79217	img_PhysXCar__0_1658166028653685600.png
PhysXCar	1658166028732	-0.00100524	7.85049	3.13252	0.707011	-0.00184782	0.00188909	0.707197	1	0	0	2	0	3965.63	7.10928	img_PhysXCar__0_1658166028730500200.png
PhysXCar	1658166028809	-0.00113491	8.32561	3.13259	0.707005	-0.00187833	0.00191944	0.707204	1	0	0	2	0	3948.66	7.28266	img_PhysXCar__0_1658166028807048400.png
PhysXCar	1658166028885	-0.00127586	8.81515	3.13267	0.707	-0.00184896	0.00188972	0.707209	1	0	0	2	0	3936.37	7.59116	img_PhysXCar__0_1658166028884318700.png
PhysXCar	1658166028962	-0.00142905	9.32271	3.13271	0.706994	-0.00186597	0.00190643	0.707214	1	0	0	2	0	3930.52	7.76039	img_PhysXCar__0_1658166028960672900.png
PhysXCar	1658166029038	-0.00159358	9.84404	3.13276	0.70699	-0.00182223	0.00186233	0.707219	1	0	0	2	0	3928.83	8.05283	img_PhysXCar__0_1658166029036641100.png
PhysXCar	1658166029115	-0.00177086	10.3827	3.13279	0.706985	-0.00182883	0.00186871	0.707224	1	0	0	2	0	3932.73	8.22511	img_PhysXCar__0_1658166029113727200.png
PhysXCar	1658166029192	-0.00196009	10.9348	3.13283	0.70698	-0.00178002	0.00181958	0.707229	1	0	0	2	0	3940.26	8.5	img_PhysXCar__0_1658166029191073200.png
PhysXCar	1658166029268	-0.00216265	11.5035	3.13284	0.706975	-0.00177914	0.00181852	0.707234	1	0	0	2	0	3952.56	8.67539	img_PhysXCar__0_1658166029267033400.png
PhysXCar	1658166029345	-0.00237772	12.0853	3.13288	0.70697	-0.00173134	0.00177056	0.707239	0	0	0	2	0	3633.2	8.92988	img_PhysXCar__0_1658166029344175700.png
PhysXCar	1658166029423	-0.00260616	12.6816	3.13292	0.706966	-0.00165316	0.00169229	0.707244	0	0	0	0	0	3564.51	8.93311	img_PhysXCar__0_1658166029421871000.png
PhysXCar	1658166029500	-0.00283928	13.2775	3.13309	0.706966	-0.00122277	0.00126188	0.707245	0	0.5	0	0	0	3482.63	8.9808	img_PhysXCar__0_1658166029498972900.png
PhysXCar	1658166029577	-0.0108757	13.8744	3.13321	0.704743	-0.00129588	0.000622093	0.709462	0	0.5	0	1	0	3151.21	8.90615	img_PhysXCar__0_1658166029575447100.png
PhysXCar	1658166029655	-0.0367027	14.4668	3.13335	0.698132	-0.00182597	-0.0006332	0.715967	0	0.5	0	1	0	2801.47	8.8427	img_PhysXCar__0_1658166029653828000.png
PhysXCar	1658166029735	-0.086963	15.0518	3.13349	0.686806	-0.00274181	-0.00233437	0.726832	0	0.5	0	1	0	2511.65	8.68404	img_PhysXCar__0_1658166029733321800.png
PhysXCar	1658166029818	-0.162279	15.6243	3.13363	0.672266	-0.00364346	-0.00413253	0.74029	0	0.5	0	1	0	2272.14	8.55838	img_PhysXCar__0_1658166029816128500.png
PhysXCar	1658166029900	-0.266473	16.2163	3.13375	0.655828	-0.00435009	-0.00574369	0.754876	0	0.5	0	1	0	2062.14	8.34926	img_PhysXCar__0_1658166029898655300.png
PhysXCar	1658166029983	-0.386473	16.758	3.13385	0.639864	-0.00470395	-0.00697726	0.768442	0	0	0	1	0	1898.66	8.20956	img_PhysXCar__0_1658166029982340300.png
PhysXCar	1658166030067	-0.513846	17.2873	3.13393	0.628168	-0.00440498	-0.00714448	0.778032	0	0	0	1	0	1757.79	8.00796	img_PhysXCar__0_1658166030065615300.png
PhysXCar	1658166030150	-0.637583	17.839	3.134	0.625049	-0.003048	-0.0059358	0.780557	1	0	0	1	0	1684.87	7.8469	img_PhysXCar__0_1658166030149294700.png
PhysXCar	1658166030233	-0.757323	18.3735	3.13403	0.62465	-0.00188908	-0.00468516	0.780888	1	0	0	1	0	1821.13	7.56046	img_PhysXCar__0_1658166030231941800.png
PhysXCar	1658166030314	-0.867931	18.8649	3.13406	0.624628	-0.000941214	-0.0037378	0.780913	1	0	0	1	0	2137.03	7.4571	img_PhysXCar__0_1658166030312266400.png
PhysXCar	1658166030395	-0.9769	19.3484	3.13404	0.624595	-0.000322616	-0.00287079	0.780944	1	0.5	0	1	0	2481.12	7.33883	img_PhysXCar__0_1658166030393171300.png
PhysXCar	1658166030477	-1.09261	19.8235	3.134	0.621951	-0.000266044	-0.0025911	0.783051	1	0.5	0	1	0	2792.34	7.28958	img_PhysXCar__0_1658166030475687800.png
PhysXCar	1658166030558	-1.22496	20.2904	3.13394	0.61434	-0.000838237	-0.00304081	0.789035	1	0.5	0	1	0	3079.72	7.22507	img_PhysXCar__0_1658166030556234300.png
PhysXCar	1658166030637	-1.37961	20.7473	3.13389	0.601443	-0.00178652	-0.00407693	0.798904	1	0	0	1	0	3346.65	7.23676	img_PhysXCar__0_1658166030635517800.png
PhysXCar	1658166030717	-1.54253	21.2027	3.1338	0.590402	-0.00229844	-0.00428505	0.807095	1	0	0	1	0	3595.82	7.28026	img_PhysXCar__0_1658166030716030500.png
PhysXCar	1658166030797	-1.69456	21.665	3.13371	0.58782	-0.00184575	-0.00313328	0.808983	1	0	0	1	0	3822.9	7.35867	img_PhysXCar__0_1658166030796078000.png
PhysXCar	1658166030878	-1.84668	22.133	3.13362	0.587797	-0.00147498	-0.00206089	0.809005	1	0	0	1	0	4034.49	7.45633	img_PhysXCar__0_1658166030876819400.png
PhysXCar	1658166030958	-2.00244	22.6068	3.13353	0.587036	-0.00129015	-0.00132117	0.809558	1	0.5	0	1	0	4239.26	7.55563	img_PhysXCar__0_1658166030956684300.png
PhysXCar	1658166031038	-2.17436	23.082	3.13348	0.582041	-0.00166479	-0.00152113	0.813156	1	0.5	0	1	0	4437.95	7.64735	img_PhysXCar__0_1658166031036511400.png
PhysXCar	1658166031118	-2.36872	23.5554	3.13344	0.571024	-0.00243509	-0.00245665	0.820926	1	0.5	0	1	0	4631.21	7.73711	img_PhysXCar__0_1658166031116810600.png
PhysXCar	1658166031199	-2.59007	24.0238	3.13342	0.555193	-0.0034265	-0.00389189	0.831706	1	0.5	0	1	0	4815.81	7.8477	img_PhysXCar__0_1658166031198120000.png
PhysXCar	1658166031278	-2.83521	24.489	3.13338	0.537038	-0.00425921	-0.00514249	0.843532	1	0	0	0	0	5037.19	8.00282	img_PhysXCar__0_1658166031277272500.png
PhysXCar	1658166031359	-3.08946	24.9562	3.13341	0.52389	-0.00423902	-0.0054114	0.851758	1	0	0	0	0	4921.52	7.93385	img_PhysXCar__0_1658166031357441000.png
PhysXCar	1658166031439	-3.33309	25.4261	3.13347	0.520297	-0.00327527	-0.0043101	0.853968	1	0	0	0	0	4808.5	7.97515	img_PhysXCar__0_1658166031438152300.png
PhysXCar	1658166031519	-3.57664	25.8982	3.13347	0.520063	-0.00253054	-0.00314022	0.854119	1	0	0	2	0	4539	8.12037	img_PhysXCar__0_1658166031518149600.png
PhysXCar	1658166031600	-3.82816	26.3819	3.13332	0.519349	-0.00243442	-0.00198314	0.854557	1	0.5	0	2	0	4520.37	8.35737	img_PhysXCar__0_1658166031599042400.png
PhysXCar	1658166031680	-4.09924	26.8725	3.13322	0.514392	-0.00272883	-0.00183573	0.857549	1	0.5	0	2	0	4511.81	8.57184	img_PhysXCar__0_1658166031678224000.png
PhysXCar	1658166031761	-4.39602	27.3646	3.13316	0.503214	-0.00334992	-0.0025841	0.864152	1	0.5	0	2	0	4512.22	8.77083	img_PhysXCar__0_1658166031759315000.png
PhysXCar	1658166031841	-4.72306	27.8532	3.13313	0.486719	-0.00418397	-0.00399588	0.87354	1	0.5	0	2	0	4511.74	8.9763	img_PhysXCar__0_1658166031839640300.png
PhysXCar	1658166031920	-5.07841	28.3389	3.1331	0.467665	-0.00492873	-0.00538969	0.883876	1	0.5	0	2	0	4512.79	9.19584	img_PhysXCar__0_1658166031918568900.png
PhysXCar	1658166031999	-5.46219	28.8208	3.13308	0.44802	-0.00549569	-0.006647	0.893982	1	0.5	0	2	0	4517.47	9.40141	img_PhysXCar__0_1658166031998188700.png
PhysXCar	1658166032080	-5.89301	29.3171	3.13307	0.427007	-0.0058918	-0.00780388	0.904195	1	0.5	0	2	0	4525.83	9.62252	img_PhysXCar__0_1658166032078621900.png
PhysXCar	1658166032160	-6.33537	29.785	3.13306	0.406752	-0.00612066	-0.00874756	0.913476	1	0.5	0	2	0	4537.41	9.8201	img_PhysXCar__0_1658166032158827000.png
PhysXCar	1658166032240	-6.8064	30.2432	3.13306	0.386258	-0.00622164	-0.00955991	0.92232	1	0	0	2	0	4548.75	10.0371	img_PhysXCar__0_1658166032238406400.png
PhysXCar	1658166032317	-7.29889	30.7	3.13305	0.370264	-0.00607004	-0.00947127	0.928858	1	0	0	2	0	4566.13	10.2466	img_PhysXCar__0_1658166032316289000.png
PhysXCar	1658166032398	-7.83988	31.2045	3.13304	0.364212	-0.00539833	-0.00783704	0.931267	1	0	0	2	0	4579.34	10.4783	img_PhysXCar__0_1658166032397241000.png
PhysXCar	1658166032482	-8.35453	31.6808	3.13302	0.36289	-0.00477799	-0.00617833	0.931799	1	0.5	0	2	0	4594.35	10.6849	img_PhysXCar__0_1658166032480381300.png
PhysXCar	1658166032563	-8.88488	32.1601	3.133	0.360189	-0.00430079	-0.00499781	0.932856	1	0.5	0	2	0	4617.48	10.8789	img_PhysXCar__0_1658166032562209500.png
PhysXCar	1658166032643	-9.43605	32.6349	3.13301	0.352496	-0.00408841	-0.00471418	0.935793	1	0.5	0	2	0	4647.7	11.0553	img_PhysXCar__0_1658166032641772100.png
PhysXCar	1658166032722	-10.0117	33.0983	3.13303	0.338943	-0.00413309	-0.00533517	0.940783	1	0.5	0	2	0	4681.08	11.2254	img_PhysXCar__0_1658166032720786900.png
PhysXCar	1658166032802	-10.6133	33.547	3.13305	0.321194	-0.00433865	-0.00647524	0.946981	1	0.5	0	2	0	4712.66	11.4026	img_PhysXCar__0_1658166032800707000.png
PhysXCar	1658166032882	-11.2403	33.9804	3.13306	0.301883	-0.00455298	-0.00773078	0.953303	1	0.5	0	2	0	4745.24	11.5788	img_PhysXCar__0_1658166032880378400.png
PhysXCar	1658166032961	-11.8928	34.3963	3.13307	0.282075	-0.00471188	-0.00897592	0.959339	1	0.5	0	2	0	4779.49	11.7518	img_PhysXCar__0_1658166032959595600.png
PhysXCar	1658166033041	-12.5706	34.7927	3.13307	0.262163	-0.00479343	-0.0101314	0.964959	1	0.5	0	2	0	4815.25	11.922	img_PhysXCar__0_1658166033039595500.png
PhysXCar	1658166033121	-13.2731	35.168	3.13308	0.242298	-0.00479324	-0.0111463	0.970126	1	0	0	2	0	4848.13	12.1023	img_PhysXCar__0_1658166033119720300.png
PhysXCar	1658166033201	-13.9965	35.5298	3.13308	0.226325	-0.00469195	-0.0113693	0.973974	0	0	0	2	0	4736.76	12.2909	img_PhysXCar__0_1658166033199704100.png
PhysXCar	1658166033280	-14.7339	35.8922	3.13308	0.219581	-0.00438037	-0.0102643	0.97553	0	0	0	2	0	4142.92	12.4703	img_PhysXCar__0_1658166033278740200.png
PhysXCar	1658166033358	-15.4847	36.2532	3.13309	0.217417	-0.00398486	-0.008797	0.976031	0	0	0	2	0	3503.4	12.6086	img_PhysXCar__0_1658166033357371100.png
PhysXCar	1658166033438	-16.245	36.613	3.13314	0.216789	-0.00342005	-0.0072218	0.976186	1	0.5	0	0	0	3422.95	12.6253	img_PhysXCar__0_1658166033436371500.png
PhysXCar	1658166033516	-17.0086	36.9651	3.13325	0.214364	-0.00269231	-0.00606727	0.976731	1	0.5	0	0	0	3344.34	12.6077	img_PhysXCar__0_1658166033514692100.png
PhysXCar	1658166033594	-17.805	37.3133	3.13335	0.206658	-0.00218224	-0.00572485	0.978394	1	0.5	0	1	0	3401.48	12.5059	img_PhysXCar__0_1658166033593238600.png
PhysXCar	1658166033674	-18.5753	37.6245	3.13352	0.193717	-0.0015791	-0.00629517	0.981036	1	0.5	0	1	0	3744.12	12.3529	img_PhysXCar__0_1658166033673022400.png
PhysXCar	1658166033754	-19.3465	37.9071	3.13364	0.176755	-0.00123097	-0.0073845	0.984226	1	0.5	0	1	0	4067.27	12.2308	img_PhysXCar__0_1658166033752197400.png
PhysXCar	1658166033833	-20.1195	38.1606	3.13371	0.158068	-0.0010487	-0.00863308	0.98739	1	0.5	0	1	0	4370.66	12.1377	img_PhysXCar__0_1658166033831467200.png
PhysXCar	1658166033911	-20.8957	38.3841	3.13374	0.13865	-0.000949036	-0.00989421	0.990291	1	0.5	0	1	0	4655.28	12.0717	img_PhysXCar__0_1658166033909459700.png
PhysXCar	1658166033989	-21.6761	38.5767	3.13375	0.118891	-0.000880986	-0.0110664	0.992845	1	0.5	0	1	0	4922.4	12.0308	img_PhysXCar__0_1658166033987722400.png
PhysXCar	1658166034068	-22.4611	38.7379	3.13374	0.0988897	-0.000813556	-0.0120911	0.995025	0	0.5	0	1	0	5020.72	12.013	img_PhysXCar__0_1658166034066891800.png
PhysXCar	1658166034146	-23.2507	38.8675	3.13372	0.0788864	-0.000717311	-0.0129052	0.9968	0	0	0	1	0	4578.2	12.0039	img_PhysXCar__0_1658166034144943600.png
PhysXCar	1658166034224	-24.0422	38.9799	3.13372	0.0648512	-0.000563858	-0.0125901	0.997815	0	0	0	1	0	4045.02	11.9529	img_PhysXCar__0_1658166034222899800.png
PhysXCar	1658166034303	-24.8306	39.0862	3.13375	0.0596174	-0.000312277	-0.0111431	0.998159	0	0	0	1	0	3599.91	11.8569	img_PhysXCar__0_1658166034301674000.png
PhysXCar	1658166034381	-25.6131	39.1844	3.13379	0.0579848	-1.25773e-05	-0.00946075	0.998273	0	0	0	1	0	3226.54	11.7271	img_PhysXCar__0_1658166034380424700.png
PhysXCar	1658166034462	-26.3873	39.2762	3.13384	0.0571185	0.00031449	-0.00776331	0.998337	0	0.5	0	1	0	2910.54	11.5702	img_PhysXCar__0_1658166034460251000.png
PhysXCar	1658166034540	-27.1521	39.3539	3.1339	0.0523918	0.000647673	-0.00676231	0.998603	0	0.5	0	1	0	2641.59	11.3879	img_PhysXCar__0_1658166034539033000.png
PhysXCar	1658166034618	-27.9062	39.4107	3.13396	0.0420574	0.000981056	-0.00663333	0.999093	0	0	0	1	0	2416.17	11.1876	img_PhysXCar__0_1658166034616695400.png
PhysXCar	1658166034697	-28.6479	39.4544	3.13403	0.0318322	0.00127083	-0.00637236	0.999472	0	0	0	1	0	2226.59	10.9813	img_PhysXCar__0_1658166034695248400.png
PhysXCar	1658166034776	-29.3756	39.4988	3.13408	0.0281858	0.00150874	-0.00532884	0.999587	0	0	0	1	0	2067.13	10.76	img_PhysXCar__0_1658166034774041000.png
PhysXCar	1658166034853	-30.0888	39.5398	3.13413	0.0270861	0.00171799	-0.00433898	0.999622	0	0.5	0	1	0	1930.3	10.5299	img_PhysXCar__0_1658166034852177500.png
PhysXCar	1658166034932	-30.787	39.5694	3.13417	0.0232104	0.00190386	-0.00399417	0.999721	0	0.5	0	1	0	1810.49	10.2897	img_PhysXCar__0_1658166034930616800.png
PhysXCar	1658166035010	-31.47	39.5799	3.13421	0.0137596	0.00209456	-0.00444765	0.999893	0	0.5	0	1	0	1704.91	10.0366	img_PhysXCar__0_1658166035009150200.png
PhysXCar	1658166035086	-32.1356	39.5648	3.13426	0.0017272	-0.0023256	0.00560453	-0.99998	0	0.5	0	1	0	1614.93	9.77656	img_PhysXCar__0_1658166035084740300.png
PhysXCar	1658166035161	-32.7828	39.5242	3.13429	0.0205874	-0.0025873	0.00692077	-0.999761	0	0.5	0	1	0	1539.34	9.51655	img_PhysXCar__0_1658166035160030400.png
